trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 0.9975}",20,0,-99.7354960407047,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
2,False,"{'a': 0.9, 'e': 0.995}",20,0,-82.90292458553604,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
3,False,"{'a': 0.9, 'e': 0.9925}",25,17,2.20905924093926,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
4,False,"{'a': 0.9, 'e': 0.99}",25,0,1.083055592820235,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
5,False,"{'a': 0.9, 'e': 0.9875}",20,0,-17.569271212618844,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
6,False,"{'a': 0.9, 'e': 0.985}",35,17,-98.0148593441003,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 2}",1
7,False,"{'a': 0.9, 'e': 0.9825}",35,7,-19.59514814037316,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 1}",1
8,False,"{'a': 0.9, 'e': 0.98}",20,1,-48.95923965949723,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
9,False,"{'a': 0.9, 'e': 0.9775}",20,0,-35.338617742054836,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
10,False,"{'a': 0.9, 'e': 0.975}",25,19,7.454904301429501,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.9, 'e': 0.9725}",20,0,21.483568529728398,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
12,False,"{'a': 0.9, 'e': 0.97}",25,8,-12.436197101534688,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
13,False,"{'a': 0.9, 'e': 0.9675}",20,0,-21.203558944970368,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
14,False,"{'a': 0.9, 'e': 0.965}",20,0,29.260125636614024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,False,"{'a': 0.9, 'e': 0.9625}",20,6,1.1542598663969998,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
16,False,"{'a': 0.9, 'e': 0.96}",20,12,16.50367805403174,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.9, 'e': 0.9575}",30,10,35.403771569354895,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.9, 'e': 0.955}",25,14,-1.703048510936053,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
19,False,"{'a': 0.9, 'e': 0.9525}",20,5,16.402653206442743,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.9, 'e': 0.95}",25,0,-83.06276364629369,"{0: 20, 1: 0, 2: 1, 3: 3, 4: 1}",0
21,False,"{'a': 0.9, 'e': 0.9475}",20,10,15.868472813937936,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.9, 'e': 0.945}",25,0,36.25676965550915,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
23,False,"{'a': 0.9, 'e': 0.9425}",25,0,8.378221161138924,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
24,False,"{'a': 0.9, 'e': 0.94}",25,0,42.639716347662315,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
25,False,"{'a': 0.9, 'e': 0.9375}",20,8,21.251446743691663,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.9, 'e': 0.935}",25,3,28.38861786961762,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.9, 'e': 0.9325}",25,15,15.06140844964161,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.9, 'e': 0.93}",20,0,37.91989884055832,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,False,"{'a': 0.9, 'e': 0.9275}",30,20,20.082836452157057,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.9, 'e': 0.925}",25,10,22.67617765607554,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.9, 'e': 0.9225}",25,0,38.255446085759985,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
32,False,"{'a': 0.9, 'e': 0.92}",25,0,4.614686672754944,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
33,False,"{'a': 0.9, 'e': 0.9175}",20,5,19.60631740825337,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.9, 'e': 0.915}",25,3,34.085677269040524,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.9, 'e': 0.9125}",20,13,12.844164542323465,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.9, 'e': 0.91}",25,10,23.477015247305445,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.9, 'e': 0.9075}",20,0,28.852032018300147,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.9, 'e': 0.905}",25,12,-57.940236390260246,"{0: 9, 1: 0, 2: 1, 3: 3, 4: 0}",1
39,False,"{'a': 0.9, 'e': 0.9025}",25,11,21.26296368015107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.9, 'e': 0.9}",25,5,17.62647476755148,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
41,False,"{'a': 0.9, 'e': 0.8975}",25,8,22.984695212639522,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.9, 'e': 0.895}",20,13,11.52270951626442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.9, 'e': 0.8925}",25,17,14.480154101428468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.9, 'e': 0.89}",25,20,8.75751291121665,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.9, 'e': 0.8875}",25,0,29.06768210408697,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
46,False,"{'a': 0.9, 'e': 0.885}",20,0,31.275874536009393,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
47,False,"{'a': 0.9, 'e': 0.8825}",20,13,12.930786101677912,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.9, 'e': 0.88}",20,9,20.549835435583766,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.9, 'e': 0.8775}",25,10,22.881693419036434,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.9, 'e': 0.875}",20,11,16.461435564107912,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.9, 'e': 0.8725}",25,10,30.085198487506688,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,False,"{'a': 0.9, 'e': 0.87}",20,0,18.647794172367327,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
53,False,"{'a': 0.9, 'e': 0.8675}",25,20,8.72384306014334,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.9, 'e': 0.865}",35,2,54.097702127156225,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.9, 'e': 0.8625}",20,7,24.60406904194892,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.9, 'e': 0.86}",20,0,23.641488334986526,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
57,False,"{'a': 0.9, 'e': 0.8575}",25,0,37.357175837648896,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
58,False,"{'a': 0.9, 'e': 0.855}",25,5,30.797412934756235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.9, 'e': 0.8525}",20,0,33.366698213012135,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.9, 'e': 0.85}",35,0,39.82683324254848,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
61,False,"{'a': 0.9, 'e': 0.8475}",25,4,38.53598070996687,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.9, 'e': 0.845}",25,3,36.10496459562436,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.9, 'e': 0.8425}",20,0,33.75272773196853,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
64,False,"{'a': 0.9, 'e': 0.84}",20,6,24.29895607732922,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.9, 'e': 0.8375}",25,9,15.035429401664405,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
66,False,"{'a': 0.9, 'e': 0.835}",25,14,21.361546928888313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.9, 'e': 0.8325}",30,15,23.42970687575595,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.9, 'e': 0.83}",25,0,41.59158007570925,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
69,False,"{'a': 0.9, 'e': 0.8275}",25,13,22.508175590376343,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.9, 'e': 0.825}",35,22,24.477990910941696,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.9, 'e': 0.8225}",20,3,-8.311182947521143,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
72,False,"{'a': 0.9, 'e': 0.82}",30,16,4.194462990992976,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
73,False,"{'a': 0.9, 'e': 0.8175}",35,21,31.426302577555997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.9, 'e': 0.815}",20,9,23.26831050087563,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.9, 'e': 0.8125}",20,0,31.363286851884716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
76,False,"{'a': 0.9, 'e': 0.81}",30,7,34.496547478214886,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.9, 'e': 0.8075}",20,5,23.646643628221142,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.9, 'e': 0.805}",20,6,23.93522938591524,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.9, 'e': 0.8025}",30,14,27.494569840240537,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.9, 'e': 0.8}",20,14,8.46602925707935,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.9, 'e': 0.7975}",30,2,28.828664853796568,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
82,False,"{'a': 0.9, 'e': 0.795}",30,21,13.605593146271836,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.9, 'e': 0.7925}",20,10,17.2504640016333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.9, 'e': 0.79}",20,12,12.86032859745999,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.9, 'e': 0.7875}",20,12,15.473684349799727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.9, 'e': 0.785}",20,2,29.819672169194945,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.9, 'e': 0.7825}",20,0,26.460096093027275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
88,False,"{'a': 0.9, 'e': 0.78}",25,0,45.542165847099426,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
89,False,"{'a': 0.9, 'e': 0.7775}",35,25,21.316575331474994,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.9, 'e': 0.775}",20,0,27.079744127351464,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
91,False,"{'a': 0.9, 'e': 0.7725}",20,4,23.279555645352122,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.9, 'e': 0.77}",20,6,23.841038097427628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.9, 'e': 0.7675}",20,8,-20.884375453122946,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
94,False,"{'a': 0.9, 'e': 0.765}",20,0,31.438336508456747,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
95,False,"{'a': 0.9, 'e': 0.7625}",20,10,19.970811354493947,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.9, 'e': 0.76}",30,8,32.00406727196167,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.9, 'e': 0.7575}",25,0,26.386032902638032,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
98,False,"{'a': 0.9, 'e': 0.755}",20,1,27.835138014350225,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.9, 'e': 0.7525}",25,14,22.16752420780526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.9, 'e': 0.75}",20,10,19.374110341486922,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.9, 'e': 0.7475}",30,16,26.450543871049632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.9, 'e': 0.745}",20,10,18.701346627990873,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.9, 'e': 0.7425}",25,7,30.906301733281673,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.9, 'e': 0.74}",20,2,32.536464783395715,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.9, 'e': 0.7375}",35,18,33.375745819808905,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.9, 'e': 0.735}",30,10,32.84299821005904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.9, 'e': 0.7325}",25,3,29.138458686188738,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.9, 'e': 0.73}",30,17,23.46222520722976,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.9, 'e': 0.7275}",20,0,32.07799034955659,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
110,False,"{'a': 0.9, 'e': 0.725}",20,0,27.25248289310597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
111,False,"{'a': 0.9, 'e': 0.7225}",30,7,16.263824313984916,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
112,False,"{'a': 0.9, 'e': 0.72}",25,6,25.355279109319415,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.9, 'e': 0.7175}",25,13,25.38374829444964,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.9, 'e': 0.715}",20,0,30.53172959056545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
115,False,"{'a': 0.9, 'e': 0.7125}",20,11,17.484948182569955,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.9, 'e': 0.71}",25,8,29.45215414886714,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.9, 'e': 0.7075}",30,16,24.15241828197283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.9, 'e': 0.705}",25,18,10.206226376304603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.9, 'e': 0.7025}",25,12,24.596785934823412,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.9, 'e': 0.7}",25,15,20.716107337908895,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.9, 'e': 0.6975}",30,20,17.301289321944267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.9, 'e': 0.695}",20,7,15.062967890743085,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.9, 'e': 0.6925}",25,10,27.763976236547904,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.9, 'e': 0.69}",30,17,22.150167092873478,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.9, 'e': 0.6875}",25,11,21.51846562706639,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.9, 'e': 0.685}",25,4,37.38580875544103,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.9, 'e': 0.6825}",20,10,19.268646058561217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.9, 'e': 0.68}",25,15,17.304833119327533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.9, 'e': 0.6775}",20,2,13.638393436183996,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.9, 'e': 0.675}",25,8,29.68126692804635,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.9, 'e': 0.6725}",25,1,35.8731706206507,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.9, 'e': 0.67}",25,11,28.954414958272444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.9, 'e': 0.6675}",25,11,24.57268582261757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.9, 'e': 0.665}",25,11,25.74736172620489,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.9, 'e': 0.6625}",20,2,31.534187609246942,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.9, 'e': 0.66}",20,6,27.071432468664796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.9, 'e': 0.6575}",20,10,17.005623679951416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.9, 'e': 0.655}",20,0,31.524893394094427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
139,False,"{'a': 0.9, 'e': 0.6525}",30,16,26.533832473582443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
